,price,sqft_living,grade,sqft_above,sqft_living15,bathrooms,view,sqft_basement,bedrooms,lat,waterfront,floors
3531,495800.0,1710,7,1710,1740,1.5,0,0,4,47.6847,0,1.5
3532,548500.0,1740,7,1740,1720,1.0,0,0,3,47.6059,0,1.5
3533,310000.0,1840,7,1220,1590,1.75,0,620,3,47.429,0,1.0
3534,205000.0,1820,7,1820,1740,1.5,0,0,3,47.4479,0,1.0
3535,470000.0,3860,7,3860,3000,3.75,0,0,5,47.3694,0,2.0
3536,430000.0,1810,7,1810,2480,1.5,0,0,3,47.3392,0,1.5
3537,310000.0,1030,7,1030,1439,2.0,0,0,2,47.7263,0,3.0
3538,355000.0,1410,7,1410,1330,1.0,0,0,4,47.7604,0,1.5
3539,621500.0,2140,8,1370,2600,2.5,2,770,5,47.4797,0,1.0
3540,175000.0,1930,7,1030,1780,1.5,0,900,6,47.4869,0,1.0
3541,326000.0,1930,7,1030,1780,1.5,0,900,6,47.4869,0,1.0
3542,690000.0,1930,7,1930,1500,3.5,2,0,4,47.5679,0,1.5
3543,335000.0,2210,8,2210,2270,2.5,0,0,4,47.3554,0,2.0
3544,197000.0,1360,7,1360,1340,1.0,0,0,4,47.4551,0,1.0
3545,312500.0,1830,7,930,1790,1.75,0,900,3,47.4667,0,1.0
3546,436000.0,2120,7,1420,1880,2.25,0,700,3,47.7461,0,1.0
3547,1015000.0,2700,8,2700,2080,2.5,0,0,4,47.6734,0,2.0
3548,805000.0,3160,9,2250,3460,2.5,1,910,4,47.5672,0,2.0
3549,652427.0,2770,8,2770,2400,2.25,0,0,4,47.6268,0,2.0
3550,1008000.0,2240,9,2240,2900,2.5,0,0,3,47.6483,0,1.0
3551,355000.0,2570,9,2570,2520,2.5,0,0,4,47.3324,0,2.0
3552,334550.0,880,7,880,1960,1.0,0,0,2,47.7436,0,1.0
3553,557500.0,1820,8,1820,2160,2.25,0,0,3,47.6382,0,2.0
3554,277500.0,1660,7,1110,1640,2.25,0,550,4,47.4678,0,1.0
3555,300000.0,2200,6,2200,1430,3.0,0,0,4,47.4476,0,1.0
3556,325000.0,1640,7,1460,1230,1.0,0,180,4,47.7017,0,1.5
3557,402500.0,1650,7,760,1480,2.0,0,890,4,47.5803,0,1.0
3558,461000.0,1420,7,1420,2250,1.75,0,0,3,47.6151,0,1.0
3559,540000.0,1270,7,1270,1270,1.0,0,0,3,47.6896,0,1.5
3560,385000.0,1070,7,1070,1090,1.0,0,0,3,47.5529,0,1.0
3561,480000.0,1060,7,860,1470,1.0,0,200,2,47.6725,0,1.0
3562,539950.0,2190,8,1240,3500,2.25,1,950,3,47.5243,0,1.0
3563,529000.0,1940,9,1940,2580,2.25,0,0,3,47.5636,0,2.0
3564,417000.0,1300,7,1060,1320,2.5,0,240,3,47.6591,0,2.0
3565,405000.0,1330,7,1330,2310,1.5,0,0,3,47.5263,0,1.0
3566,299000.0,1940,8,1630,2080,2.25,0,310,3,47.3133,0,1.0
3567,299000.0,2100,7,2100,1330,1.75,0,0,3,47.2924,0,1.0
3568,372220.0,1290,7,980,1680,1.0,0,310,3,47.5266,0,1.0
3569,494400.0,1560,6,780,1850,1.75,0,780,2,47.6347,0,1.0
3570,280000.0,2630,7,1330,2520,1.75,0,1300,3,47.4878,0,1.0
3571,277950.0,2100,7,2100,2091,2.5,0,0,3,47.2917,0,2.0
3572,770000.0,2070,8,2070,2190,2.75,0,0,3,47.4659,0,2.0
3573,760000.0,2960,10,2960,3510,2.5,0,0,4,47.7477,0,2.0
3574,230000.0,1300,7,1300,1510,2.0,0,0,2,47.3623,0,1.0
3575,525000.0,2520,9,2520,2000,2.5,0,0,4,47.7709,0,2.0
3576,307000.0,1150,7,1150,1210,1.0,0,0,3,47.4963,0,1.5
3577,253779.0,2030,6,1430,1820,2.0,0,600,4,47.4459,0,1.5
3578,405000.0,1880,8,1480,1820,1.5,0,400,3,47.7743,0,1.0
3579,360000.0,2320,6,2320,1620,1.0,0,0,2,47.504,0,2.0
3580,521000.0,1050,6,1050,2540,1.0,3,0,2,47.5577,0,1.5
3581,680000.0,3030,9,3030,2940,2.5,0,0,4,47.6313,0,2.0
3582,355000.0,530,4,530,2830,0.75,2,0,1,47.6412,0,1.0
3583,200000.0,1090,7,1090,1240,1.5,0,0,3,47.3639,0,1.0
3584,330000.0,2220,7,1330,1930,2.25,0,890,3,47.5188,0,1.0
3585,221000.0,1430,7,1430,1600,2.25,0,0,3,47.3116,0,2.0
3586,1598890.0,3780,11,2770,2660,4.5,4,1010,4,47.5922,0,2.0
3587,310000.0,1560,6,780,1760,1.0,0,780,2,47.7248,0,1.0
3588,862000.0,2220,8,1310,2020,2.25,0,910,4,47.6418,0,1.5
3589,200000.0,1140,7,1140,1140,1.5,0,0,3,47.4773,0,1.0
3590,630000.0,2540,7,2540,1560,2.5,0,0,4,47.6317,0,1.0
3591,432250.0,1440,7,1440,1740,2.25,0,0,3,47.5658,0,2.0
3592,478000.0,1570,7,1070,2250,2.25,0,500,3,47.6843,0,1.0
3593,249000.0,1860,7,1400,1860,2.25,0,460,4,47.3612,0,1.0
3594,495000.0,2440,9,1450,1420,3.0,0,990,5,47.5485,0,1.0
3595,630000.0,2100,7,1240,2000,2.5,2,860,4,47.6146,0,1.0
3596,550000.0,2150,8,2150,2150,2.5,0,0,4,47.637,0,2.0
3597,350000.0,2440,8,2440,2530,2.5,0,0,3,47.3672,0,2.0
3598,270000.0,1930,7,1930,1480,1.5,0,0,5,47.4503,0,2.0
3599,488250.0,1830,7,1830,1970,2.0,0,0,4,47.695,0,1.0
3600,248000.0,1850,7,1130,1280,3.5,0,720,4,47.3087,0,2.0
3601,889000.0,3210,9,3210,1360,3.5,0,0,4,47.5203,0,3.0
3602,375000.0,1090,6,980,2160,1.0,0,110,1,47.6999,0,1.0
3603,933000.0,1870,7,1870,1820,1.5,2,0,3,47.6221,0,2.0
3604,625000.0,1920,8,1460,2490,2.25,2,460,3,47.5578,0,1.0
3605,328000.0,700,6,700,1620,1.0,0,0,2,47.5577,0,1.0
3606,470000.0,3380,8,1690,2390,2.25,2,1690,4,47.4438,0,1.0
3607,502500.0,2430,8,2430,2150,2.5,0,0,5,47.5237,0,2.0
3608,484000.0,1950,7,1210,1900,1.75,0,740,3,47.7424,0,1.0
3609,252500.0,900,6,900,1190,1.0,0,0,2,47.6481,0,1.0
3610,610000.0,2060,8,2060,2650,2.5,0,0,3,47.5615,0,2.0
3611,419000.0,2180,8,1280,2190,2.0,0,900,4,47.7675,0,1.0
3612,322500.0,2140,8,2140,2030,2.25,0,0,4,47.2649,0,2.0
3613,563000.0,1730,7,1250,1630,1.0,0,480,6,47.6342,0,1.5
3614,464000.0,3140,9,3140,2650,2.5,0,0,4,47.3826,0,2.0
3615,870000.0,3010,10,1940,2540,4.25,3,1070,4,47.6933,0,2.0
3616,280000.0,800,8,800,1020,1.5,0,0,2,47.6972,0,2.0
3617,850000.0,3300,9,3300,3280,2.5,0,0,3,47.5599,0,2.0
3618,458950.0,1530,7,1130,1580,1.0,0,400,2,47.6888,0,1.0
3619,122000.0,760,6,760,1710,1.0,0,0,2,47.483,0,1.0
3620,525000.0,2450,7,2450,1060,3.0,0,0,5,47.6828,0,2.0
3621,286300.0,1000,7,1000,1490,1.0,0,0,2,47.4789,0,1.0
3622,218450.0,840,6,840,1300,1.0,0,0,2,47.4749,0,1.0
3623,525000.0,1380,7,1080,1510,1.5,0,300,3,47.674,0,1.0
3624,650000.0,1380,7,1080,1510,1.5,0,300,3,47.674,0,1.0
3625,356000.0,2020,7,2020,1610,2.0,0,0,4,47.4646,0,1.5
3626,436500.0,1260,7,1040,1510,1.0,0,220,2,47.6782,0,1.0
3627,410000.0,1440,7,1180,1570,1.75,0,260,3,47.7304,0,1.0
3628,512500.0,1540,7,1540,1890,1.75,0,0,4,47.7046,0,1.0
3629,510000.0,1060,6,880,1910,1.0,1,180,4,47.5591,0,1.0
3630,566000.0,1900,8,1900,2220,1.75,0,0,4,47.5944,0,1.0
3631,525000.0,2870,8,2870,2420,1.75,1,0,3,47.4485,0,1.5
3632,435000.0,1050,6,930,1410,1.0,0,120,3,47.5402,0,1.0
3633,406500.0,1840,8,1340,2060,2.75,2,500,3,47.6802,0,1.0
3634,550000.0,3000,8,1500,2050,2.75,0,1500,5,47.6567,0,1.0
3635,251000.0,1200,6,1200,1280,2.0,0,0,3,47.206,0,1.5
3636,830000.0,1840,8,1220,2320,1.5,0,620,3,47.5607,0,1.0
3637,803000.0,2790,9,2790,2740,2.5,0,0,4,47.6692,0,2.0
3638,206000.0,970,5,970,1050,1.0,0,0,3,47.2808,0,1.0
3639,200000.0,1070,7,1070,1160,1.0,0,0,4,47.4942,0,1.5
3640,219000.0,900,6,900,900,1.0,0,0,2,47.525,0,1.0
3641,777000.0,2680,7,1380,1930,4.0,0,1300,4,47.6557,0,1.0
3642,593700.0,2000,8,2000,2180,2.5,0,0,3,47.59,0,2.0
3643,712500.0,1660,7,1660,2350,1.5,0,0,3,47.5892,0,1.0
3644,600000.0,1770,7,1240,1740,1.5,0,530,4,47.5773,0,1.5
3645,554663.0,1230,7,1230,1850,2.0,0,0,3,47.6712,0,1.5
3646,267000.0,1740,7,1020,1470,1.0,0,720,3,47.4682,0,1.0
3647,390000.0,1710,7,1710,1430,2.0,0,0,3,47.7719,0,1.0
3648,335000.0,2020,7,1010,2020,2.0,0,1010,6,47.5329,0,1.0
3649,938000.0,2410,8,1990,2530,2.5,0,420,4,47.5351,0,1.0
3650,370000.0,2310,7,1410,2060,2.75,0,900,4,47.377,0,1.0
3651,335000.0,2400,7,2400,2200,2.5,0,0,5,47.371,0,2.0
3652,695000.0,3160,7,1870,1780,2.0,0,1290,5,47.654,0,1.5
3653,387500.0,1560,7,1560,1640,1.0,0,0,3,47.432,0,1.0
3654,245000.0,1770,7,1770,1650,2.5,0,0,3,47.4034,0,2.0
3655,308550.0,1600,7,1600,1360,2.0,0,0,3,47.4656,0,1.0
3656,225000.0,1330,7,1330,1270,1.75,0,0,3,47.3172,0,1.0
3657,715000.0,2970,9,2970,3100,2.5,0,0,4,47.6717,0,2.0
3658,335000.0,1020,7,1020,1170,1.0,0,0,3,47.7503,0,1.0
3659,634000.0,2490,9,2490,2370,2.5,0,0,3,47.5451,0,2.0
3660,337500.0,1700,7,1000,2000,2.0,0,700,5,47.549,0,1.0
3661,440000.0,850,6,850,2160,1.0,0,0,1,47.327,0,1.0
3662,350000.0,1250,7,1250,1260,1.75,2,0,3,47.4981,0,1.0
3663,400000.0,610,5,610,930,1.0,0,0,2,47.5498,0,1.0
3664,1288000.0,3700,11,3700,3880,3.5,0,0,4,47.5471,0,2.0
3665,435000.0,950,7,950,1060,1.0,0,0,3,47.572,0,1.0
3666,681000.0,3860,8,2930,3130,2.5,0,930,4,47.5387,0,2.0
3667,397000.0,1360,8,1240,1360,3.5,0,120,3,47.5904,0,2.0
3668,775000.0,3890,10,3890,3600,2.5,0,0,4,47.7749,0,2.0
3669,480000.0,1680,7,1130,1960,2.25,0,550,3,47.6068,0,1.0
3670,158000.0,1520,7,1520,1780,2.5,0,0,3,47.3679,0,2.0
3671,590000.0,2420,8,2420,3180,2.0,0,0,3,47.3666,0,1.5
3672,772500.0,3890,9,3890,3450,2.75,0,0,5,47.5407,0,2.0
3673,464500.0,2940,8,1470,1580,1.5,0,1470,5,47.7632,0,1.0
3674,281000.0,1350,7,1350,1600,1.75,0,0,3,47.4378,0,1.0
3675,620000.0,2190,8,2190,2970,2.25,0,0,3,47.7108,0,1.0
3676,475000.0,2280,7,1150,1500,2.25,1,1130,3,47.5641,0,1.0
3677,245000.0,1070,6,910,1280,2.0,0,160,2,47.4896,0,1.0
3678,660000.0,2540,7,1510,1780,2.25,0,1030,5,47.6729,0,1.5
3679,527500.0,2270,8,1310,1910,2.25,0,960,4,47.5448,0,1.0
3680,135000.0,1220,6,1220,1350,1.0,0,0,2,47.3585,0,1.0
3681,275000.0,1890,7,1890,2960,1.75,0,0,3,47.3357,0,1.0
3682,430000.0,1990,7,1080,1560,2.0,0,910,4,47.6112,0,1.0
3683,213500.0,1220,7,1220,1420,1.0,0,0,3,47.3245,0,1.0
3684,535000.0,2640,9,2640,2680,3.0,0,0,3,47.4759,0,2.0
3685,641000.0,1480,7,1480,2660,1.75,0,0,3,47.5915,0,1.0
3686,436300.0,2320,7,2320,2030,2.0,0,0,3,47.5133,0,1.0
3687,1440000.0,2410,8,2410,1280,1.75,0,0,4,47.6369,0,1.5
3688,830000.0,2090,8,2090,2130,2.75,0,0,4,47.573,0,1.0
3689,380000.0,920,6,920,1250,1.0,0,0,3,47.5539,0,1.0
3690,132500.0,850,6,600,850,0.75,0,250,3,47.503,0,1.0
3691,179950.0,1130,7,1130,1320,1.0,0,0,3,47.4362,0,1.0
3692,188200.0,1260,7,1260,940,1.0,0,0,3,47.2979,0,1.0
3693,659000.0,2090,7,2090,2090,2.0,0,0,4,47.5759,0,1.0
3694,317000.0,2020,7,1180,1400,2.0,0,840,3,47.5496,0,1.5
3695,625000.0,1970,8,1470,1980,2.25,0,500,3,47.6703,0,1.0
3696,350000.0,1820,7,1230,1790,1.75,0,590,3,47.7772,0,1.0
3697,750000.0,1840,7,1340,1840,1.5,0,500,3,47.6652,0,1.5
3698,457000.0,2100,8,1280,2080,1.75,0,820,4,47.7478,0,1.0
3699,632500.0,1770,7,1770,1550,2.0,0,0,4,47.6748,0,2.0
3700,223000.0,1110,7,1110,1550,2.0,0,0,3,47.4036,0,1.0
3701,610000.0,2090,8,1240,2340,2.75,0,850,4,47.6872,0,1.0
3702,385000.0,2080,7,2080,1550,1.75,0,0,4,47.737,0,2.0
3703,367500.0,1400,7,1160,1400,3.25,0,240,3,47.5483,0,2.0
3704,385100.0,1060,6,1060,1300,1.0,0,0,3,47.7121,0,1.0
3705,230000.0,720,6,720,1560,1.0,0,0,2,47.5447,0,1.0
3706,286000.0,1100,7,780,1170,2.75,0,320,3,47.5601,0,2.0
3707,201700.0,1010,7,1010,1540,1.0,0,0,3,47.2956,0,1.0
3708,1350000.0,5230,11,5230,4110,4.75,0,0,4,47.4097,0,2.5
3709,525000.0,2420,8,1480,2370,1.75,0,940,4,47.5637,0,1.0
3710,361000.0,1200,7,1200,1680,1.5,0,0,3,47.739,0,1.0
3711,530000.0,1950,8,1950,1590,1.5,0,0,3,47.6904,0,3.0
3712,455000.0,1870,7,1870,1630,2.25,0,0,3,47.7171,0,1.0
3713,421000.0,1310,7,1310,1600,2.25,0,0,4,47.7317,0,1.0
3714,640000.0,1520,7,1520,1910,2.0,0,0,4,47.678,0,1.5
3715,240000.0,1270,7,1270,1660,1.0,0,0,3,47.445,0,1.0
3716,360000.0,840,6,840,1740,1.0,0,0,2,47.6771,0,1.0
3717,157340.0,900,7,900,1460,1.0,0,0,2,47.3576,0,1.0
3718,1240000.0,3010,8,2560,2100,3.0,4,450,4,47.6799,0,2.0
3719,250000.0,1050,6,1050,1500,1.0,0,0,3,47.762,0,1.0
3720,735000.0,3360,7,2040,2190,2.75,0,1320,6,47.715,0,1.0
3721,884900.0,5370,8,5370,2310,4.75,0,0,7,47.538,0,1.5
3722,775000.0,2690,8,2690,2300,3.5,0,0,3,47.7717,0,2.0
3723,463000.0,1710,7,1710,2260,1.75,0,0,3,47.7512,0,1.0
3724,579000.0,1640,8,1640,1590,2.5,0,0,3,47.6197,0,3.0
3725,570000.0,4000,10,3080,3180,3.75,2,920,6,47.453,0,2.0
3726,1060000.0,4140,10,4140,3960,4.5,0,0,5,47.6102,0,2.0
3727,375000.0,3140,8,2080,2850,2.75,0,1060,4,47.3782,0,1.0
3728,422000.0,1320,7,920,1200,1.75,0,400,2,47.6878,0,1.0
3729,866500.0,3080,9,2010,1220,3.5,0,1070,4,47.5662,0,2.0
3730,705000.0,2500,10,2500,2580,2.5,0,0,3,47.6286,0,2.0
3731,470000.0,2520,8,2520,2090,2.5,0,0,4,47.4848,0,2.0
3732,360000.0,2350,7,1320,2140,1.25,0,1030,3,47.5979,0,1.0
3733,795000.0,2570,8,1510,3470,2.5,4,1060,4,47.7429,0,1.0
3734,800000.0,3100,9,3100,3100,2.5,0,0,4,47.7151,0,2.0
3735,2453500.0,4730,10,4270,3710,3.5,0,460,4,47.6319,0,1.5
3736,277284.0,1030,6,930,1540,1.75,0,100,3,47.566,0,1.0
3737,460000.0,1020,7,1020,1780,1.0,0,0,2,47.5828,0,1.0
3738,898888.0,2080,9,2080,2080,2.5,0,0,3,47.6731,0,2.0
3739,211000.0,1410,7,1410,1810,1.0,0,0,3,47.7149,0,1.0
3740,222000.0,1360,6,1360,1310,2.0,0,0,2,47.3489,0,2.0
3741,672000.0,2620,7,2620,2570,2.5,0,0,3,47.6384,0,2.0
3742,778000.0,2260,9,1690,3020,2.25,0,570,3,47.6386,0,1.0
3743,312500.0,1490,8,1490,2440,1.75,0,0,3,47.4514,0,1.0
3744,650000.0,2530,8,1720,2150,2.5,0,810,4,47.6737,0,1.5
3745,740000.0,3140,8,1570,2320,2.25,0,1570,6,47.6116,0,1.0
3746,320000.0,1820,7,1820,2190,2.0,0,0,3,47.4703,0,1.0
3747,455000.0,1770,7,1770,2050,2.5,0,0,4,47.7306,0,2.0
3748,2450000.0,4430,10,4430,2470,4.0,0,0,5,47.6168,0,2.0
3749,500000.0,1490,8,1220,1550,3.25,0,270,3,47.6357,0,3.0
3750,325000.0,1790,7,1130,1610,1.75,0,660,3,47.532,0,1.0
3751,416000.0,1710,8,1510,1610,2.5,0,200,3,47.6963,0,3.0
3752,495000.0,2070,7,2070,2190,2.25,0,0,4,47.774,0,2.0
3753,549000.0,1140,7,1140,1520,1.0,0,0,2,47.6205,0,1.0
3754,589000.0,3930,8,3070,2200,2.0,0,860,5,47.6317,0,1.5
3755,194820.0,1100,7,1100,1616,1.5,0,0,3,47.3186,0,1.0
3756,405000.0,2260,7,1280,1790,2.5,0,980,3,47.681,0,1.5
3757,625000.0,2260,7,1280,1790,2.5,0,980,3,47.681,0,1.5
3758,205000.0,1130,7,1130,1440,1.0,0,0,3,47.4743,0,1.0
3759,345100.0,1950,8,1360,1950,3.75,0,590,3,47.505,0,1.0
3760,200000.0,960,6,960,1250,1.0,0,0,3,47.4966,0,1.0
3761,1905000.0,4210,11,4210,3520,3.5,0,0,4,47.6206,0,2.0
3762,524500.0,3430,7,2230,1660,1.5,2,1200,3,47.4476,0,1.0
3763,598600.0,3470,7,2070,2370,2.75,0,1400,4,47.7066,0,2.0
3764,367777.0,2140,7,1280,1820,3.0,0,860,5,47.5459,0,1.0
3765,750000.0,2520,7,1360,1800,2.75,0,1160,3,47.6452,0,1.0
3766,575000.0,3550,8,3550,2110,2.25,0,0,5,47.7285,0,2.0
3767,84000.0,700,6,700,1490,1.0,0,0,2,47.4752,0,1.0
3768,255000.0,740,6,740,1170,1.0,0,0,2,47.5298,0,1.0
3769,1740000.0,3300,10,2600,3300,3.75,4,700,4,47.6561,0,1.5
3770,415000.0,1640,7,1240,1200,2.25,0,400,3,47.5323,0,1.0
3771,449900.0,2780,9,2780,720,2.5,1,0,3,47.3509,0,2.0
3772,220000.0,1830,7,1830,1440,1.5,0,0,5,47.4218,0,1.5
3773,899000.0,3540,10,3540,3280,2.5,0,0,4,47.7046,0,2.0
3774,430000.0,1440,7,1440,1160,2.5,0,0,3,47.7179,0,1.0
3775,472500.0,2960,10,2960,2770,2.5,0,0,4,47.3646,0,2.0
3776,680000.0,3180,8,1590,2670,2.5,0,1590,6,47.5707,0,1.0
3777,1650000.0,3310,10,3310,3430,4.0,0,0,5,47.6914,0,2.0
3778,810000.0,2390,7,2390,1920,2.0,0,0,3,47.6707,0,2.0
3779,605000.0,2460,9,2460,2090,2.5,0,0,3,47.4572,0,2.0
3780,522000.0,1630,7,1630,1830,1.75,0,0,3,47.68,0,1.0
3781,759000.0,3490,10,3490,3480,2.75,0,0,5,47.5825,0,2.0
3782,411000.0,2500,8,2500,1660,2.75,0,0,4,47.5293,0,2.0
3783,286950.0,2080,7,1240,1890,2.5,0,840,4,47.3338,0,1.0
3784,440000.0,1290,7,1290,1720,1.5,0,0,3,47.6617,0,3.0
3785,149000.0,1700,6,1700,1500,1.0,0,0,3,47.4899,0,1.0
3786,284700.0,1700,6,1700,1500,1.0,0,0,3,47.4899,0,1.0
3787,374950.0,2540,8,1290,2230,2.5,1,1250,3,47.7614,0,1.0
3788,816000.0,1180,8,1180,1660,1.5,0,0,3,47.624,0,1.0
3789,533250.0,1520,7,1370,1840,1.75,0,150,4,47.5265,0,1.0
3790,689800.0,2390,8,1390,2390,2.75,0,1000,3,47.7209,0,1.0
3791,775000.0,2740,8,1820,2430,2.75,3,920,4,47.7084,0,1.5
3792,702000.0,2190,8,1760,2060,2.5,0,430,3,47.6943,0,1.0
3793,160000.0,1350,6,1350,1300,1.0,0,0,3,47.4497,0,1.5
3794,255500.0,1350,6,1350,1300,1.0,0,0,3,47.4497,0,1.5
3795,949000.0,2980,9,1860,2980,2.75,0,1120,4,47.6392,0,1.0
3796,169500.0,790,6,790,800,1.0,0,0,2,47.4743,0,1.0
3797,586000.0,2130,8,2130,2110,2.25,0,0,4,47.5716,0,2.0
3798,680000.0,2700,8,1600,2290,2.5,0,1100,4,47.7258,0,1.0
3799,851500.0,3200,8,2000,1670,2.0,0,1200,3,47.6034,0,1.0
3800,582500.0,1159,7,1159,1640,1.5,0,0,2,47.6592,0,1.0
3801,637000.0,3080,9,3080,1830,3.5,0,0,4,47.7721,0,2.0
3802,225000.0,1000,7,1000,1320,1.0,0,0,3,47.484,0,1.0
3803,795000.0,2260,8,1880,1600,3.25,0,380,3,47.6422,0,2.0
3804,304999.0,2270,7,1290,1930,2.25,0,980,4,47.3261,0,1.0
3805,95000.0,760,5,760,970,0.75,0,0,1,47.3046,0,1.0
3806,240000.0,1420,5,1040,1150,1.75,0,380,4,47.4946,0,1.0
3807,772000.0,2500,7,1250,2140,2.5,0,1250,4,47.6073,0,1.0
3808,245000.0,1450,8,1450,1460,1.5,0,0,2,47.3785,0,1.0
3809,430000.0,2500,8,1430,1980,3.0,0,1070,5,47.551,0,1.0
3810,799000.0,2210,8,2210,2700,1.5,0,0,3,47.5892,0,1.5
3811,880000.0,3020,9,3020,2250,2.75,0,0,5,47.6806,0,2.0
3812,750000.0,3290,9,3290,3450,2.5,0,0,4,47.598,0,2.0
3813,2890000.0,5780,11,4130,3930,4.0,0,1650,4,47.6374,0,2.0
3814,532000.0,1820,8,1820,2090,2.5,0,0,3,47.5703,0,2.0
3815,525000.0,2500,8,1380,2270,2.75,0,1120,4,47.7743,0,1.0
3816,239000.0,1210,7,1210,1680,1.0,1,0,2,47.3865,0,1.0
3817,460000.0,1090,8,970,1700,1.5,0,120,2,47.5798,0,1.0
3818,540000.0,1330,8,1330,2270,2.25,0,0,4,47.6078,0,1.5
3819,475000.0,890,7,890,1310,1.0,0,0,2,47.6901,0,1.0
3820,445000.0,1360,8,1360,1350,1.75,0,0,3,47.547,0,1.0
3821,1575000.0,4220,11,3420,3380,3.75,2,800,5,47.5895,0,2.0
3822,549950.0,3780,8,3780,3640,2.5,0,0,4,47.3526,0,2.0
3823,294950.0,2610,6,1690,1630,2.0,0,920,4,47.4672,0,1.5
3824,736000.0,1980,8,1980,1980,2.5,2,0,3,47.6294,0,3.0
3825,214946.0,1290,7,1290,1750,1.75,0,0,3,47.3655,0,1.0
3826,856000.0,3620,9,3620,3260,3.25,2,0,5,47.5442,0,2.0
3827,775000.0,2680,9,2680,2315,2.5,0,0,2,47.717,0,1.0
3828,205000.0,1200,7,1200,1564,1.75,0,0,3,47.3864,0,1.0
3829,429592.0,1992,6,1288,1110,2.75,4,704,2,47.3551,1,1.5
3830,414250.0,1640,7,1120,1470,1.75,0,520,4,47.7423,0,1.0
3831,399950.0,1920,6,960,1040,2.75,0,960,4,47.5532,0,1.0
3832,319990.0,1840,7,1370,2050,2.25,0,470,3,47.3958,0,1.0
3833,524000.0,1310,8,1310,2100,1.5,0,0,3,47.6644,0,1.0
3834,349950.0,1050,7,1050,1600,1.0,0,0,2,47.7364,0,1.5
3835,889000.0,2570,8,1580,2070,2.5,0,990,4,47.6701,0,1.5
3836,300000.0,930,6,930,1060,1.0,0,0,3,47.5256,0,1.5
3837,395000.0,730,7,730,1520,1.0,0,0,1,47.6741,0,1.0
3838,348000.0,1270,7,1270,1280,2.5,0,0,2,47.701,0,3.0
3839,830000.0,1150,7,710,2450,1.0,1,440,2,47.6841,0,1.0
3840,173000.0,820,7,820,1240,1.0,0,0,2,47.4261,0,1.0
3841,585000.0,3000,7,1500,2500,1.75,3,1500,4,47.5265,0,1.0
3842,576750.0,2220,7,1110,1450,2.0,0,1110,3,47.5807,0,1.0
3843,495000.0,2500,7,1250,2020,3.25,3,1250,5,47.5298,0,1.0
3844,216650.0,1540,7,1360,1220,3.5,0,180,3,47.542,0,2.0
3845,615000.0,2750,8,1800,2750,2.75,0,950,4,47.7749,0,1.0
3846,675000.0,3130,8,1620,2740,2.5,0,1510,4,47.569,0,1.0
3847,510000.0,1430,8,990,1830,2.0,0,440,3,47.6952,0,1.0
3848,630000.0,2680,8,2680,2020,2.5,0,0,3,47.3783,0,2.0
3849,359950.0,3010,8,3010,3010,2.5,0,0,4,47.3492,0,2.0
3850,265000.0,1530,7,1530,2080,1.5,0,0,3,47.3639,0,1.5
3851,210000.0,1240,6,1240,1540,1.0,0,0,3,47.5166,0,1.0
3852,367000.0,2260,6,2260,2180,2.5,2,0,3,47.2582,0,1.0
3853,1075000.0,2820,9,1800,2880,2.25,2,1020,4,47.6097,0,1.5
3854,756000.0,3560,8,1650,2760,2.5,2,1910,3,47.6473,0,1.0
3855,203000.0,1630,7,1630,1630,2.25,0,0,3,47.5,0,1.0
3856,535000.0,2880,9,2880,2470,2.5,3,0,4,47.2124,0,2.0
3857,525000.0,2200,7,1710,1260,3.25,0,490,3,47.5409,0,2.0
3858,347500.0,1620,7,1220,1470,1.75,0,400,3,47.4815,0,1.0
3859,620000.0,1480,9,1480,1480,1.75,0,0,3,47.6945,0,2.5
3860,645000.0,2250,8,2250,2340,2.5,0,0,4,47.5715,0,2.0
3861,2200000.0,3540,10,3000,3430,3.0,0,540,4,47.634,0,2.0
3862,280000.0,1790,7,1790,1330,2.0,0,0,3,47.3143,0,1.0
3863,432000.0,1400,7,700,1690,2.0,0,700,3,47.7015,0,1.0
3864,790000.0,2390,9,1790,2610,1.5,1,600,3,47.5826,0,2.0
3865,635000.0,2400,8,2400,1680,1.75,0,0,4,47.6339,0,1.0
3866,442000.0,2050,7,1350,1590,1.5,0,700,3,47.5325,0,1.0
3867,490000.0,2640,7,2640,2640,3.0,0,0,4,47.5298,0,2.0
3868,250000.0,2320,7,1290,1740,1.75,0,1030,5,47.3426,0,1.0
3869,1325000.0,2440,8,2440,2440,2.5,0,0,4,47.6298,0,2.5
3870,120000.0,1260,6,1260,1260,1.0,0,0,3,47.4191,0,1.0
3871,2950000.0,6240,11,4610,4170,4.75,3,1630,5,47.5317,0,1.0
3872,325000.0,1930,7,1930,1670,2.5,0,0,4,47.3645,0,2.0
3873,210000.0,1200,7,1200,1490,1.75,0,0,4,47.3138,0,1.0
3874,215000.0,970,5,570,1360,1.0,0,400,1,47.4655,0,1.0
3875,387000.0,1810,8,1210,1800,1.75,0,600,3,47.5236,0,1.0
3876,408000.0,1380,7,1380,1160,1.0,0,0,3,47.6987,0,1.5
3877,410000.0,1470,7,1470,1470,1.0,0,0,3,47.473,0,1.0
3878,216000.0,1010,6,1010,1520,1.0,0,0,3,47.5249,0,1.0
3879,390000.0,1010,6,1010,1520,1.0,0,0,3,47.5249,0,1.0
3880,357000.0,1340,7,1340,2020,1.5,0,0,3,47.4947,0,1.0
