no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,lead_time,arrival_month,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,room_type_reserved_Room_Type 2,room_type_reserved_Room_Type 3,room_type_reserved_Room_Type 4,room_type_reserved_Room_Type 5,room_type_reserved_Room_Type 6,room_type_reserved_Room_Type 7,booking_status_Not_Canceled
2,0,2,5,195,7,0,0,0,99.45,1,False,False,True,False,False,False,True
2,0,1,2,35,1,0,0,0,82.45,1,False,False,True,False,False,False,True
2,0,0,4,149,11,0,0,0,65.45,1,False,False,False,False,False,False,True
1,0,2,4,17,8,0,0,0,87.5,1,False,False,False,False,False,False,False
1,0,0,1,22,10,0,0,0,67.0,0,False,False,False,False,False,False,True
2,0,0,1,1,11,1,0,1,75.0,0,False,False,False,False,False,False,True
2,0,0,4,71,7,0,0,0,79.56,0,False,False,False,False,False,False,True
2,0,0,3,8,4,0,0,0,140.0,2,False,False,False,False,False,False,True
2,0,1,1,44,6,0,0,0,96.3,0,False,False,True,False,False,False,False
1,0,0,1,3,8,0,0,0,168.0,2,False,False,False,False,False,False,True
2,0,1,2,305,11,0,0,0,89.0,0,False,False,False,False,False,False,False
1,0,1,2,10,10,0,0,0,119.0,0,False,False,False,False,False,False,False
2,0,0,3,34,10,0,0,0,94.5,2,False,False,False,False,False,False,True
2,0,0,2,273,7,0,0,0,109.0,0,False,False,False,False,False,False,False
2,0,2,1,271,12,0,0,0,71.64,0,False,False,False,False,False,False,True
1,0,0,1,1,11,0,0,0,79.0,0,False,False,False,False,False,False,True
2,0,1,3,96,3,0,0,0,99.45,0,False,False,True,False,False,False,True
1,0,0,1,44,3,0,0,0,104.4,1,False,False,True,False,False,False,True
2,0,1,4,159,9,0,0,0,133.2,1,False,False,True,False,False,False,False
1,0,0,3,37,10,0,0,0,95.0,0,False,False,False,False,False,False,True
1,0,0,3,166,11,0,0,0,110.0,0,False,False,False,False,False,False,False
2,0,2,4,1,1,0,0,0,90.33,1,False,False,False,False,False,False,True
1,0,2,2,10,11,0,0,0,97.0,2,False,False,False,False,False,False,True
2,0,1,2,74,12,0,0,0,102.6,1,False,False,True,False,False,False,True
2,0,0,1,60,10,0,0,0,127.8,1,False,False,False,False,False,False,True
2,0,2,5,69,4,0,0,0,110.99,1,False,False,True,False,False,False,False
2,0,2,3,2,9,0,0,0,75.0,0,False,False,True,False,False,False,True
2,0,1,1,42,9,0,0,0,112.59,1,False,False,False,False,False,False,False
3,0,2,2,41,12,0,0,0,130.9,2,False,False,True,False,False,False,True
2,0,0,3,113,6,0,0,0,116.1,0,False,False,False,False,False,False,True
2,0,0,3,44,2,0,0,0,75.0,0,False,False,False,False,False,False,True
1,0,0,1,107,6,0,0,0,120.0,0,False,False,False,False,False,False,True
2,0,2,0,48,9,0,0,0,85.5,0,False,False,False,False,False,False,True
2,0,0,1,67,11,0,0,0,72.25,2,False,False,False,False,False,False,True
3,0,0,1,61,5,0,0,0,159.3,1,False,False,False,False,False,False,True
2,1,0,1,75,10,0,0,0,135.0,0,False,False,False,False,False,False,False
2,0,0,3,87,6,0,0,0,97.71,0,False,False,False,False,False,False,True
2,0,0,2,317,9,0,0,0,120.0,0,False,False,False,False,False,False,False
2,0,0,4,78,4,0,0,0,108.45,1,False,False,True,False,False,False,True
1,0,0,1,2,3,0,0,0,82.4,0,False,False,False,False,False,False,True
2,2,2,3,14,10,0,0,0,199.8,1,False,False,False,False,True,False,True
2,0,0,1,1,8,0,0,0,151.0,1,False,False,False,False,False,False,True
2,0,0,1,254,7,0,0,0,106.0,0,False,False,False,False,False,False,False
2,0,1,4,19,2,0,0,0,91.0,2,False,False,False,False,False,False,False
2,0,1,0,62,9,0,0,0,109.8,0,False,False,False,False,False,False,False
2,0,0,2,315,12,0,0,0,52.0,0,False,False,False,False,False,False,True
2,0,0,3,77,10,0,0,0,104.4,2,False,False,True,False,False,False,True
1,0,2,5,1,11,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,1,0,6,8,0,0,0,145.0,2,False,False,True,False,False,False,True
2,0,0,2,51,12,0,0,0,79.2,1,False,False,False,False,False,False,True
2,0,2,4,126,6,0,0,0,80.75,1,False,False,False,False,False,False,True
2,0,0,2,301,11,0,0,0,52.0,0,False,False,False,False,False,False,False
2,0,2,2,60,4,0,0,0,75.0,1,False,False,False,False,False,False,True
2,0,3,5,213,5,0,0,0,80.24,1,False,False,False,False,False,False,True
1,0,1,1,4,5,0,0,0,91.0,1,False,False,False,False,False,False,True
2,0,1,3,230,5,0,0,0,83.78,2,False,False,False,False,False,False,True
3,0,2,5,123,10,0,0,0,139.24,0,False,False,True,False,False,False,True
2,0,2,5,171,8,0,0,0,76.5,0,False,False,False,False,False,False,False
1,0,1,4,29,9,0,0,0,279.2,1,False,False,False,False,False,True,False
3,0,2,2,19,7,0,0,0,187.0,2,False,False,True,False,False,False,True
2,0,2,2,208,6,0,0,0,80.24,2,False,False,False,False,False,False,True
2,0,2,1,104,5,0,0,0,126.9,1,False,False,False,False,False,False,True
2,0,1,3,52,4,0,0,0,89.25,1,False,False,False,False,False,False,True
1,0,0,3,166,11,0,0,0,110.0,0,False,False,False,False,False,False,False
2,0,0,4,0,12,0,0,0,122.5,1,False,False,False,False,False,False,True
2,0,1,4,49,12,0,0,0,145.61,1,False,False,False,False,False,False,True
1,0,1,1,0,1,1,1,1,65.0,0,False,False,False,False,False,False,True
2,0,1,3,0,11,0,0,0,106.0,1,False,False,False,False,False,False,True
2,0,0,4,88,7,0,0,0,76.5,1,False,False,False,False,False,False,False
2,0,0,3,70,3,0,0,0,59.5,0,False,False,False,False,False,False,True
2,0,2,5,32,10,0,0,0,85.0,0,False,False,False,False,False,False,True
1,0,2,1,52,12,0,0,0,37.33,0,False,False,False,False,False,False,True
2,2,1,3,43,3,0,0,0,186.4,1,False,False,False,False,True,False,True
1,0,0,3,113,5,0,0,0,100.0,0,False,False,False,False,False,False,False
2,0,1,1,59,11,0,0,0,75.0,0,False,False,False,False,False,False,True
2,0,2,1,3,12,0,0,0,81.3,1,False,False,False,False,False,False,True
2,0,0,3,106,3,0,0,0,96.3,1,False,False,False,False,False,False,False
1,0,0,1,4,7,1,0,7,0.0,1,False,False,False,False,False,False,True
2,0,0,1,0,9,0,0,0,112.2,0,False,False,False,False,False,False,True
1,0,0,3,19,10,1,1,0,80.0,0,False,False,False,False,False,False,True
2,0,2,2,186,9,0,0,0,102.6,2,False,False,False,False,False,False,False
2,0,2,1,15,5,0,0,0,109.0,0,False,False,False,False,False,False,False
2,0,1,2,57,6,0,0,0,68.61,1,False,False,False,False,False,False,True
2,0,0,2,39,8,0,0,0,109.0,0,False,False,False,False,False,False,True
1,0,0,2,32,11,0,0,0,73.0,0,False,False,False,False,False,False,True
2,0,1,1,6,5,0,0,0,119.0,2,False,False,False,False,False,False,True
1,0,1,2,55,5,0,0,0,109.35,0,False,False,False,False,False,False,False
2,0,1,3,69,3,0,0,0,82.45,0,False,False,False,False,False,False,True
2,0,1,4,114,9,0,0,0,129.6,1,False,False,False,False,False,False,True
2,0,2,3,46,3,0,0,0,103.0,0,False,False,False,False,False,False,True
2,0,2,1,34,11,0,0,0,60.0,0,False,False,True,False,False,False,True
1,0,0,1,22,11,0,0,0,62.0,0,False,False,False,False,False,False,True
1,0,1,1,3,11,0,0,0,0.0,0,False,False,False,False,False,False,True
2,0,0,2,96,11,0,0,0,79.2,2,False,False,False,False,False,False,False
2,0,1,3,44,10,0,0,0,104.63,2,False,False,True,False,False,False,True
2,0,0,1,46,12,0,0,0,102.6,1,False,False,False,False,False,False,True
2,0,1,3,130,5,0,0,0,113.05,1,False,False,True,False,False,False,False
2,0,0,2,0,11,0,0,0,85.0,0,False,False,False,False,False,False,True
2,0,2,2,226,10,0,0,0,70.0,0,False,False,False,False,False,False,False
3,0,0,2,129,8,0,0,0,137.7,0,False,False,True,False,False,False,True
2,2,1,3,0,3,0,0,0,165.0,0,False,False,False,False,False,False,True
2,0,2,4,7,6,0,0,0,156.0,1,False,False,True,False,False,False,False
1,0,2,4,245,7,0,0,0,110.0,0,False,False,False,False,False,False,False
2,0,0,1,115,2,0,0,0,1.0,0,False,False,False,False,False,False,True
2,1,1,3,215,8,0,0,0,106.25,1,False,False,False,False,False,False,False
2,0,1,3,14,5,0,0,0,80.75,0,False,False,False,False,False,False,True
2,1,2,6,190,8,0,0,0,123.75,0,False,False,False,False,False,False,False
1,0,0,1,1,3,0,0,0,0.0,2,False,False,False,False,False,False,True
2,0,0,4,270,4,0,0,0,80.0,0,False,False,False,False,False,False,True
2,0,2,0,1,8,0,0,0,85.5,0,False,False,False,False,False,False,True
2,0,0,1,21,3,0,0,0,64.8,0,False,False,False,False,False,False,True
3,0,0,1,85,8,0,0,0,177.3,0,False,False,True,False,False,False,True
2,0,2,3,276,5,0,0,0,61.0,0,False,False,False,False,False,False,False
2,0,1,2,229,8,0,0,0,96.3,1,False,False,False,False,False,False,True
2,2,0,1,32,9,0,0,0,198.9,0,True,False,False,False,False,False,False
2,0,0,2,30,3,0,0,0,88.4,0,False,False,False,False,False,False,True
1,0,0,5,76,9,0,0,0,80.75,1,False,False,False,False,False,False,True
2,0,1,0,1,1,0,0,0,75.0,0,False,False,False,False,False,False,True
3,0,2,4,155,9,0,0,0,126.48,0,False,False,False,False,False,False,False
2,0,2,2,8,12,0,0,0,52.0,1,False,False,False,False,False,False,True
2,0,2,3,67,7,0,0,0,105.3,3,False,False,False,False,False,False,True
2,0,0,2,39,8,0,0,0,109.0,0,False,False,False,False,False,False,True
3,0,0,3,86,12,0,0,0,140.0,2,False,False,True,False,False,False,True
1,0,0,1,6,2,1,0,1,41.0,0,False,False,False,False,False,False,True
2,0,1,2,180,10,0,0,0,130.0,0,False,True,False,False,False,False,False
2,0,0,3,204,5,0,0,0,100.0,0,False,False,False,False,False,False,False
2,0,1,2,9,1,0,0,0,87.0,2,False,False,False,False,False,False,True
3,0,1,3,81,5,0,0,0,150.45,2,False,False,True,False,False,False,True
2,0,0,1,167,7,0,0,0,105.3,2,False,False,False,False,False,False,False
2,0,0,2,20,8,0,0,0,122.0,1,False,False,False,False,False,False,False
2,0,0,2,42,5,0,0,0,116.1,0,False,False,False,False,False,False,True
2,0,2,3,25,11,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,0,1,2,2,0,0,0,79.0,0,False,False,False,False,False,False,False
2,0,0,2,64,9,0,0,0,149.4,1,False,False,True,False,False,False,True
2,0,2,5,151,9,0,0,0,126.9,2,False,False,False,False,False,False,False
2,0,1,3,6,12,0,0,0,66.3,0,False,False,False,False,False,False,True
2,0,0,2,4,2,0,0,0,91.0,1,False,False,False,False,False,False,True
2,0,0,4,55,3,0,0,0,78.08,1,False,False,False,False,False,False,True
3,0,1,2,47,3,0,0,0,123.3,0,False,False,True,False,False,False,False
2,0,2,1,39,1,0,0,0,114.8,0,False,False,False,True,False,False,True
2,0,0,3,62,6,0,0,0,117.9,0,False,False,False,False,False,False,False
1,0,2,2,50,12,0,0,0,63.75,0,False,False,False,False,False,False,True
1,0,0,1,6,11,1,0,5,94.0,1,False,False,True,False,False,False,True
2,0,1,2,237,9,0,0,0,89.25,0,False,False,False,False,False,False,False
2,0,2,2,72,6,0,0,0,75.82,0,False,False,False,False,False,False,True
1,0,0,2,14,2,0,0,0,85.0,0,False,False,False,False,False,False,False
2,0,1,2,305,11,0,0,0,89.0,0,False,False,False,False,False,False,False
1,0,2,4,245,7,0,0,0,110.0,0,False,False,False,False,False,False,False
2,0,0,1,184,10,0,0,0,98.1,0,False,False,False,False,False,False,False
2,0,0,3,31,3,0,0,0,151.4,1,False,False,True,False,False,False,True
2,0,0,2,265,6,0,0,0,115.0,1,False,False,False,False,False,False,False
2,0,0,3,72,12,0,0,0,120.67,0,False,False,True,False,False,False,True
2,0,0,3,183,9,0,0,0,110.0,1,False,False,False,False,False,False,False
2,0,0,4,62,11,0,0,0,60.0,0,False,False,True,False,False,False,True
1,0,2,3,269,12,0,0,0,70.0,1,False,False,False,False,False,False,True
1,0,0,1,3,7,0,0,0,65.0,0,False,False,False,False,False,False,True
1,0,1,3,85,10,0,0,0,75.0,0,False,False,False,False,False,False,True
1,1,2,1,8,10,0,0,0,92.66,1,False,False,False,False,False,False,True
2,0,0,2,27,9,0,0,0,108.0,0,False,False,False,False,False,False,True
2,0,0,2,330,10,0,0,0,106.7,1,True,False,False,False,False,False,False
2,0,1,2,161,3,0,0,0,130.0,0,False,False,False,False,False,False,False
1,0,0,1,21,9,0,0,0,129.0,2,False,False,False,False,False,False,True
1,0,0,1,1,8,0,0,0,89.0,0,False,False,False,False,False,False,False
2,1,4,7,19,4,0,0,0,140.05,2,False,False,False,False,False,False,True
1,0,1,0,5,4,0,0,0,64.68,1,False,False,False,False,False,False,True
2,0,2,2,169,4,0,0,0,106.0,0,False,False,False,False,False,False,False
1,0,0,2,181,10,0,0,0,120.0,1,False,False,False,False,False,False,False
2,0,0,3,19,10,1,1,0,90.0,0,False,False,False,False,False,False,True
2,0,0,2,64,5,0,0,0,140.0,1,False,False,False,False,False,False,True
2,0,1,2,8,4,0,0,0,95.0,1,False,False,False,False,False,False,True
2,0,0,4,166,6,0,0,0,99.45,0,False,False,True,False,False,False,False
1,0,0,2,239,6,0,0,0,90.6,0,False,False,False,False,False,False,False
2,0,2,2,10,12,0,0,0,74.8,1,False,False,False,False,False,False,True
1,0,0,1,105,9,1,1,11,65.0,0,False,False,False,False,False,False,True
1,0,0,3,36,10,0,0,0,91.0,0,False,False,False,False,False,False,True
1,0,0,3,76,5,0,0,0,126.9,0,False,False,False,False,False,False,True
2,0,0,1,0,8,0,0,0,133.0,1,False,False,False,False,False,False,True
3,0,2,5,56,12,0,0,0,119.0,2,False,False,True,False,False,False,True
1,0,0,2,14,10,0,0,0,100.0,0,False,False,False,False,False,False,True
2,0,2,1,27,10,0,0,0,85.5,0,False,False,False,False,False,False,True
2,0,0,2,20,10,0,0,0,107.0,2,False,False,False,False,False,False,True
2,0,1,2,193,6,0,0,0,120.0,0,False,False,False,False,False,False,False
2,0,2,3,12,12,0,0,0,89.59,0,False,False,False,False,False,False,True
1,0,1,2,120,6,0,0,0,85.5,0,False,False,False,False,False,False,True
2,0,0,2,112,6,0,0,0,100.0,0,False,False,False,False,False,False,True
2,0,0,5,171,8,0,0,0,89.25,0,False,False,False,False,False,False,False
2,0,0,2,63,9,0,0,0,116.0,0,False,False,False,False,False,False,True
1,0,2,7,3,12,0,0,0,67.5,0,False,False,False,False,False,False,True
2,0,0,3,130,9,0,0,0,139.5,2,False,False,True,False,False,False,True
3,0,1,0,119,9,0,0,0,162.0,1,False,False,True,False,False,False,True
2,0,0,2,226,9,0,0,0,126.9,1,False,False,False,False,False,False,False
1,0,1,1,16,9,0,0,0,65.45,0,False,False,False,False,False,False,True
2,0,2,3,118,5,0,0,0,107.95,0,False,False,True,False,False,False,True
2,0,0,1,93,4,0,0,0,90.95,0,False,False,False,False,False,False,True
3,0,1,0,0,5,0,0,0,149.0,0,False,False,True,False,False,False,True
2,0,2,0,14,6,0,0,0,109.0,1,False,False,False,False,False,False,True
3,0,1,3,127,7,0,0,0,130.05,0,False,False,True,False,False,False,True
2,0,0,3,229,10,0,0,0,70.44,0,False,False,False,False,False,False,False
2,0,1,1,151,8,0,0,0,103.5,0,False,False,False,False,False,False,False
1,0,0,1,46,3,0,0,0,59.32,0,False,False,False,False,False,False,True
2,0,2,1,54,10,0,0,0,95.0,1,False,False,False,False,False,False,True
2,0,0,3,37,10,0,0,0,105.0,0,False,False,False,False,False,False,True
2,0,1,3,199,4,0,0,0,106.2,1,False,False,False,False,False,False,False
2,0,0,2,177,6,0,0,0,100.0,0,False,False,False,False,False,False,False
1,0,0,3,88,5,0,0,0,96.0,0,False,False,False,False,False,False,True
2,0,0,2,86,9,0,0,0,105.0,0,False,False,False,False,False,False,True
2,0,0,3,124,5,0,0,0,94.5,1,False,False,False,False,False,False,False
2,0,1,0,35,7,0,0,0,125.1,0,False,False,False,False,False,False,False
2,0,1,3,13,12,0,0,0,119.0,0,False,False,True,False,False,False,True
2,0,0,4,270,4,0,0,0,62.8,0,False,False,False,False,False,False,False
2,0,0,2,317,9,0,0,0,120.0,0,False,False,False,False,False,False,False
2,2,3,8,346,12,0,0,0,146.59,2,False,False,False,False,True,False,False
1,0,2,0,386,10,0,0,0,90.0,0,False,False,False,False,False,False,False
2,0,1,3,24,2,0,0,0,45.5,0,False,False,False,False,False,False,True
2,1,2,5,120,8,0,0,0,88.38,4,False,False,False,False,False,False,True
1,0,2,1,1,9,0,0,0,170.0,1,False,False,True,False,False,False,True
3,0,2,1,113,8,0,0,0,121.21,0,False,False,True,False,False,False,False
2,0,2,2,183,8,0,0,0,90.95,0,False,False,False,False,False,False,False
1,0,0,2,103,4,0,0,0,115.0,0,False,False,False,False,False,False,False
1,0,0,3,14,1,0,0,0,81.0,1,False,False,False,False,False,False,True
1,0,1,2,3,12,0,0,0,79.0,0,False,False,False,False,False,False,True
2,0,0,3,112,6,0,0,0,120.0,1,False,False,False,False,False,False,True
2,0,2,2,55,11,0,0,0,74.8,2,False,False,False,False,False,False,True
2,0,1,1,37,10,0,0,0,115.0,0,False,False,False,False,False,False,True
2,0,1,2,65,9,0,0,0,91.2,0,False,False,False,False,False,False,False
2,0,1,2,23,10,0,0,0,119.0,3,False,False,False,False,False,False,True
2,0,0,1,65,10,0,0,0,80.1,2,False,False,False,False,False,False,True
2,0,0,3,68,5,0,0,0,116.1,0,False,False,False,False,False,False,False
1,0,0,2,188,6,0,0,0,130.0,0,False,False,False,False,False,False,False
2,0,0,3,204,5,0,0,0,100.0,0,False,False,False,False,False,False,False
1,0,0,1,51,3,0,0,0,85.5,0,False,False,False,False,False,False,True
2,0,2,3,12,12,0,0,0,105.9,0,False,False,True,False,False,False,True
2,0,1,2,185,12,0,0,0,103.5,0,False,False,True,False,False,False,True
2,0,0,3,303,10,0,0,0,105.3,3,False,False,True,False,False,False,True
2,2,0,2,38,3,0,0,0,171.0,0,False,False,False,False,True,False,False
3,0,0,2,9,2,0,0,0,139.0,1,False,False,True,False,False,False,True
1,0,1,0,110,10,0,0,0,120.0,0,False,False,False,False,False,False,False
2,0,2,2,0,12,0,0,0,89.89,0,False,False,False,False,False,False,True
1,0,2,5,26,12,0,0,0,88.4,3,False,False,False,False,False,False,True
1,0,0,1,99,2,0,0,0,81.0,0,False,False,False,False,False,False,True
1,0,0,2,45,3,0,0,0,71.1,0,False,False,False,False,False,False,False
2,0,1,2,39,10,0,0,0,83.16,2,False,False,True,False,False,False,True
1,0,0,2,188,6,0,0,0,130.0,0,False,False,False,False,False,False,False
2,0,1,1,5,9,0,0,0,154.0,4,False,False,False,False,False,False,True
2,0,1,3,184,10,0,0,0,128.7,2,False,False,True,False,False,False,False
2,0,1,2,95,8,0,0,0,126.9,1,False,False,False,False,False,False,True
2,0,0,3,176,10,0,0,0,80.75,0,False,False,False,False,False,False,True
2,0,0,2,27,9,0,0,0,108.0,0,False,False,False,False,False,False,True
1,0,0,3,227,12,0,0,0,72.9,0,False,False,False,False,False,False,False
2,0,2,5,204,8,0,0,0,94.59,1,False,False,False,False,False,False,False
2,0,0,2,11,8,0,0,0,75.0,0,False,False,False,False,False,False,False
2,1,2,0,13,12,0,0,0,76.5,3,False,False,False,False,False,False,True
2,0,2,1,40,2,0,0,0,40.67,0,False,False,False,False,False,False,True
2,0,2,2,179,9,0,0,0,113.4,0,False,False,False,False,False,False,False
2,0,2,1,122,3,0,0,0,107.0,1,False,False,False,False,False,False,True
2,0,2,3,111,2,0,0,0,87.0,0,False,False,False,False,False,False,True
2,0,0,1,93,8,0,0,0,109.83,1,True,False,False,False,False,False,True
2,0,0,4,270,4,0,0,0,80.0,2,False,False,False,False,False,False,True
2,0,0,2,74,9,0,0,0,101.5,0,False,False,False,False,False,False,True
2,0,2,2,155,7,0,0,0,91.38,0,False,False,False,False,False,False,False
2,0,1,1,25,8,0,0,0,76.5,0,False,False,False,False,False,False,True
2,0,0,3,208,12,0,0,0,72.25,1,False,False,False,False,False,False,False
2,0,3,7,148,7,0,0,0,102.25,0,False,False,False,False,False,False,True
2,0,2,4,15,3,0,0,0,88.0,0,False,False,False,False,False,False,False
2,0,0,3,67,5,0,0,0,161.1,1,False,False,False,False,False,False,True
2,0,2,2,56,5,0,0,0,132.6,1,False,False,True,False,False,False,True
2,0,0,3,74,4,0,0,0,105.3,2,False,False,False,False,False,False,True
1,0,0,2,2,10,0,0,0,139.0,3,False,False,False,False,False,False,True
2,0,2,1,19,12,0,0,0,69.0,2,False,False,False,False,False,False,True
2,0,2,3,50,1,0,0,0,60.0,0,False,False,False,False,False,False,True
2,3,0,1,17,8,0,0,0,153.0,2,False,False,False,False,True,False,True
2,0,1,1,0,10,0,0,0,71.73,0,False,False,False,False,False,False,True
2,0,1,5,349,10,0,0,0,90.0,0,False,False,False,False,False,False,False
3,0,0,4,42,8,0,0,0,142.2,2,False,False,True,False,False,False,True
2,0,2,2,4,11,0,0,0,68.0,0,False,False,False,False,False,False,True
1,0,0,1,27,6,1,0,7,65.0,1,False,False,False,False,False,False,True
2,0,2,5,65,9,0,0,0,149.4,3,False,False,True,False,False,False,True
2,0,2,4,91,4,0,0,0,83.87,1,False,False,False,False,False,False,True
2,0,0,2,102,10,0,0,0,101.5,0,False,False,False,False,False,False,False
2,0,2,5,259,11,0,0,0,72.0,0,True,False,False,False,False,False,False
2,1,0,1,135,8,0,0,0,130.5,1,False,False,False,False,False,False,True
2,0,0,3,44,2,0,0,0,75.0,0,False,False,False,False,False,False,True
1,0,0,1,2,7,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,1,2,21,8,0,0,0,151.0,0,False,False,False,False,False,False,False
2,0,0,1,5,1,0,0,0,98.0,0,False,False,False,False,False,False,True
2,0,1,2,309,5,0,0,0,65.0,0,False,False,False,False,False,False,True
2,2,2,3,151,8,0,0,0,217.6,2,False,False,False,False,True,False,False
2,2,0,1,38,10,0,0,0,179.3,4,False,False,False,False,True,False,True
2,0,2,3,75,8,0,0,0,149.4,1,False,False,True,False,False,False,True
2,1,0,2,4,2,0,0,0,120.0,2,False,False,False,False,False,False,True
2,0,0,4,210,10,0,0,0,96.3,0,False,False,False,False,False,False,False
3,0,3,8,61,7,0,0,0,139.34,1,False,False,False,True,False,False,False
2,0,2,3,43,12,0,0,0,82.72,1,False,False,False,False,False,False,True
2,0,0,4,28,11,0,0,0,85.6,0,False,False,False,False,False,False,True
2,0,0,2,107,6,0,0,0,130.0,1,False,False,False,False,False,False,True
2,0,2,2,30,6,0,0,0,85.5,0,False,False,False,False,False,False,True
3,0,0,3,238,10,0,0,0,159.3,1,False,False,True,False,False,False,False
2,0,1,5,44,6,0,0,0,117.9,1,False,False,False,False,False,False,True
2,0,2,1,2,9,0,0,0,75.0,0,False,False,True,False,False,False,True
2,0,0,3,12,8,0,0,0,65.0,0,False,False,False,False,False,False,True
2,0,2,1,55,5,0,0,0,116.1,0,False,False,False,False,False,False,False
2,0,2,4,79,7,0,0,0,120.6,3,False,False,True,False,False,False,True
2,0,2,0,386,10,0,0,0,115.0,1,False,False,False,False,False,False,False
2,0,0,4,169,5,0,0,0,123.25,0,False,False,True,False,False,False,False
1,0,0,3,18,9,0,0,0,76.81,2,False,False,False,False,False,False,True
2,0,0,3,433,9,0,0,0,70.0,0,False,False,False,False,False,False,False
1,0,0,1,6,11,0,0,0,94.0,0,False,False,True,False,False,False,True
3,0,1,5,38,8,0,0,0,177.3,2,False,False,True,False,False,False,True
2,0,0,2,75,5,0,0,0,140.4,1,False,False,True,False,False,False,False
2,0,0,2,43,7,0,0,0,149.4,1,False,False,True,False,False,False,True
2,0,2,3,14,9,0,0,0,78.54,1,False,False,True,False,False,False,True
2,0,1,4,227,8,0,0,0,90.95,0,False,False,False,False,False,False,False
1,0,1,3,37,10,0,0,0,90.9,3,False,False,False,False,False,False,True
2,0,0,3,10,8,0,0,0,81.0,2,False,False,False,False,False,False,True
3,0,1,2,118,12,0,0,0,107.25,2,False,False,False,False,False,False,True
2,0,0,1,54,6,0,0,0,159.3,0,False,False,True,False,False,False,False
1,0,2,2,206,10,0,0,0,109.8,3,False,False,True,False,False,False,True
1,0,2,4,245,7,0,0,0,110.0,0,False,False,False,False,False,False,False
2,0,0,1,131,5,0,0,0,114.3,1,False,False,True,False,False,False,False
2,0,1,1,62,4,0,0,0,140.4,0,False,False,True,False,False,False,False
2,0,1,1,151,8,0,0,0,103.5,0,False,False,False,False,False,False,False
2,0,1,3,113,7,0,0,0,72.25,0,False,False,False,False,False,False,True
2,0,2,1,49,4,0,0,0,102.3,0,False,False,False,False,False,False,True
2,0,1,1,44,6,0,0,0,96.3,0,False,False,True,False,False,False,True
2,0,0,4,29,11,0,0,0,68.07,0,False,False,False,False,False,False,False
2,0,0,3,150,6,0,0,0,90.0,1,False,False,False,False,False,False,True
1,0,1,2,1,8,0,0,0,174.0,1,False,False,True,False,False,False,True
2,0,0,3,59,3,0,0,0,74.83,0,False,False,False,False,False,False,True
2,0,0,2,38,9,0,0,0,137.52,0,False,False,False,True,False,False,True
2,0,1,0,150,9,0,0,0,80.75,0,False,False,False,False,False,False,True
1,0,0,2,172,6,0,0,0,95.0,0,False,False,False,False,False,False,False
2,1,1,2,0,3,0,0,0,67.5,2,False,False,False,False,False,False,True
2,0,0,4,16,6,0,0,0,135.8,0,False,False,True,False,False,False,True
2,0,2,1,110,7,0,0,0,94.5,0,False,False,False,False,False,False,False
1,0,0,3,166,11,0,0,0,110.0,0,False,False,False,False,False,False,False
1,0,2,1,34,6,0,0,0,81.0,0,False,False,False,False,False,False,False
2,0,2,1,46,12,0,0,0,79.2,0,False,False,False,False,False,False,True
2,0,1,2,19,5,0,0,0,130.0,0,False,False,False,False,False,False,True
3,0,0,1,0,5,0,0,0,142.2,0,False,False,True,False,False,False,True
2,0,0,2,40,7,0,0,0,135.9,1,False,False,False,False,False,False,False
2,2,2,1,4,9,0,0,0,186.33,1,False,False,False,False,True,False,True
2,0,2,3,24,8,0,0,0,78.0,0,False,False,False,False,False,False,False
2,0,0,1,4,11,0,0,0,205.0,1,False,False,False,False,False,False,True
2,1,0,3,26,6,0,0,0,153.67,2,False,False,True,False,False,False,True
2,0,0,3,52,11,0,0,0,127.37,1,False,False,False,False,False,False,False
2,0,0,2,154,8,0,0,0,95.4,0,False,False,False,False,False,False,False
3,0,1,1,22,6,0,0,0,187.0,2,False,False,True,False,False,False,True
1,0,0,2,37,9,0,0,0,90.0,0,False,False,False,False,False,False,True
2,0,0,3,279,10,0,0,0,110.0,0,False,False,False,False,False,False,False
3,0,0,1,148,10,0,0,0,123.3,1,False,False,True,False,False,False,True
2,0,2,5,106,5,0,0,0,105.28,0,False,False,False,False,False,False,False
2,0,0,2,286,9,0,0,0,117.0,1,False,False,False,False,False,False,False
3,0,0,2,36,12,0,0,0,154.0,0,False,False,True,False,False,False,False
2,0,0,3,24,3,0,0,0,74.8,0,False,False,False,False,False,False,True
1,0,1,0,6,8,0,0,0,65.0,0,False,False,False,False,False,False,False
2,1,2,1,96,7,0,0,0,81.08,2,False,False,False,False,False,False,True
2,0,0,2,256,6,0,0,0,115.0,1,False,False,False,False,False,False,False
2,0,2,3,248,12,0,0,0,67.26,1,True,False,False,False,False,False,True
2,0,2,6,130,6,0,0,0,117.41,1,False,False,False,False,False,False,True
2,0,0,2,30,6,0,0,0,140.0,0,False,False,False,False,False,False,True
2,0,2,2,52,12,0,0,0,74.8,0,False,False,False,False,False,False,False
2,2,0,3,85,4,0,0,0,162.3,0,False,False,False,False,True,False,False
